 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
Early Thursday, Kurdish fighters closed off a highway and roads near the airstrip where troops were said to be arriving, outside the town of Bashur , SIGNAL id="S-3" about 30 miles (50 kilometers) SIGNAL SIGNAL id="S-6" northeast SIGNAL of the Kurd-controlled city of Irbil and SIGNAL id="S-4" 30 miles (50 kilometers) SIGNAL SIGNAL id="S-7" south SIGNAL of the Turkish border.	Kurdish PLACE country="IQ" form="NAM" id="Pl-61" type="RGN",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Turkish PLACE country="TR" form="NAM" gazref="IGDB:19226169" id="Pl-36" latLong="39.000°N 35.000°E" mod="BORDER" type="COUNTRY",Irbil PLACE country="IQ" form="NAM" gazref="IGDB:16893567" id="Pl-47" latLong="36.190°N 44.009°E" state="AR" type="PPLA",south PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-31" latLong="33.000°N 44.000°E" mod="S" type="COUNTRY",Bashur PLACE country="IQ" form="NAM" gazref="igdb:16896075" id="Pl-46" latLong="36.511°N 44.333°E" state="AR" type="PPL"	Irbil 36.099998474121094 44.0 iq_11,Bashur 36.51118087768555 44.33277893066406 iq_11,
The airfield's 6,700-foot (2,042-meter) runway is long enough to land C-17s and other U.S. military cargo planes.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,
Lt. Col. Thomas Collins, a spokesman for the U.S. Army's Southern European Task Force, refused to say whether the paratroopers deployed directly from Italy into Iraq or had taken a different route.	Italy PLACE country="IT" form="NAM" gazref="IGDB:19880600" id="Pl-50" latLong="42.833°N 12.833°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Italy 32.18404006958008 -96.88471984863281 us_tx,Iraq 33.0 44.0 iq_00,
The matter immediately sparked controversy in Italy , where there is a strong anti-war movement.	Italy PLACE country="IT" form="NAM" gazref="IGDB:19880600" id="Pl-50" latLong="42.833°N 12.833°E" type="COUNTRY"	Italy 32.18404006958008 -96.88471984863281 us_tx,
The country 's parliament voted this month to allow U.S. -led coalition forces to use Italian air space and military bases _ but not for directs attacks on Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",country PLACE country="IT" form="NAM" gazref="IGDB:19880600" id="Pl-51" latLong="42.833°N 12.833°E" type="COUNTRY",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY",Italian PLACE country="IT" form="NAM" gazref="IGDB:19880600" id="Pl-52" latLong="42.833°N 12.833°E" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Iraq 33.0 44.0 iq_00,
Pentagon officials have said for weeks they would have U.S. forces in northern Iraq to open another front against Saddam's forces.	north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Iraq 33.0 44.0 iq_00,
The vast majority of the coalition ground troops in Iraq are moving toward Baghdad from the south after entering from Kuwait .	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-53" latLong="33.339°N 44.394°E" state="BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",south PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-31" latLong="33.000°N 44.000°E" mod="S" type="COUNTRY",Kuwait PLACE country="KW" form="NAM" gazref="IGDB:16892118" id="Pl-54" latLong="29.500°N 47.750°E" type="COUNTRY"	Baghdad 33.340579986572266 44.40087890625 iq_07,Kuwait 29.5 47.75 kw_00,Iraq 33.0 44.0 iq_00,
Pentagon officials had hoped to have the Army's 4th Infantry Division invade Iraq from the north, but Turkey balked at allowing up to 62,000 U.S. troops on its soil to prepare for that option.	Turkey PLACE country="TR" form="NAM" gazref="IGDB:19226169" id="Pl-39" latLong="39.000°N 35.000°E" type="COUNTRY",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Turkey 34.39255905151367 -100.89763641357422 us_tx,4th 33.77104187011719 -84.38247680664062 us_ga,Iraq 33.0 44.0 iq_00,
Military officials say they would have liked to have secured key oil fields around the northern cities of Mosul and Kirkuk _ and perhaps the cities themselves _ by now.	Kirkuk PLACE country="IQ" form="NAM" gazref="IGDB:16892885" id="Pl-58" latLong="35.468°N 44.392°E" state="TS" type="PPLA",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Mosul PLACE country="IQ" form="NAM" gazref="IGDB:16897344" id="Pl-59" latLong="36.335°N 43.119°E" state="NI" type="PPLA"	Kirkuk 35.46805953979492 44.39221954345703 iq_13,Mosul 36.334999084472656 43.11888885498047 iq_15,
Though no hostilities were expected during the deployment, the 173rd decided to parachute in rather then ferry troops in by plane so that a significant combat force could mass almost immediately to protect itself, officers said, according to a U.S. reporter traveling with the 173rd.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,parachute 39.45191955566406 -108.05284881591797 us_co,
`` Kirkuk is key.	Kirkuk PLACE country="IQ" form="NAM" gazref="IGDB:16892885" id="Pl-58" latLong="35.468°N 44.392°E" state="TS" type="PPLA"	Kirkuk 35.46805953979492 44.39221954345703 iq_13,
The Iraqi's want it, the Kurds want it, the Turks want it and various other ethnic groups also want it,'' Maj.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-21" latLong="33.000°N 44.000°E" type="COUNTRY"	
``What this drop means is that we can secure it until we are relieved by other forces.'' Besides Mosul and Kirkuk , another key target in northern Iraq is Tikrit , Saddam's hometown and the tribal center for most of his inner circle.	Kirkuk PLACE country="IQ" form="NAM" gazref="IGDB:16892885" id="Pl-58" latLong="35.468°N 44.392°E" state="TS" type="PPLA",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",Tikrit PLACE country="IQ" form="NAM" gazref="IGDB:16888105" id="Pl-60" latLong="34.597°N 43.677°E" state="SD" type="PPL",Mosul PLACE country="IQ" form="NAM" gazref="IGDB:16897344" id="Pl-59" latLong="36.335°N 43.119°E" state="NI" type="PPLA"	Kirkuk 35.46805953979492 44.39221954345703 iq_13,hometown 41.73448181152344 -87.73143768310547 us_il,Tikrit 34.61581039428711 43.678611755371094 iq_18,Mosul 36.334999084472656 43.11888885498047 iq_15,Iraq 33.0 44.0 iq_00,
Most of the Adnan Division of the Republican Guard relocated from the Mosul area to the Tikrit area shortly before the war began.	Tikrit PLACE country="IQ" form="NAM" gazref="IGDB:16888105" id="Pl-60" latLong="34.597°N 43.677°E" state="SD" type="PPL",Mosul PLACE country="IQ" form="NAM" gazref="IGDB:16897344" id="Pl-59" latLong="36.335°N 43.119°E" state="NI" type="PPLA"	Tikrit 34.61581039428711 43.678611755371094 iq_18,Mosul 36.334999084472656 43.11888885498047 iq_15,
Another key mission for the 173rd could be to keep order in northern Iraq , which is controlled by two semi-autonomous Kurdish factions but also includes several splinter groups and a base for the al-Qaida-linked Ansar al-Islam.	Kurdish PLACE country="IQ" form="NAM" id="Pl-61" type="RGN",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL"	Ansar 32.68333053588867 44.20000076293945 iq_12,Iraq 33.0 44.0 iq_00,
Turkey has said it may send more troops into northern Iraq to prevent refugees from moving north, while U.S. officials have said they advised Turkey against sending large additional forces into northern Iraq .	Turkey PLACE country="TR" form="NAM" gazref="IGDB:19226169" id="Pl-39" latLong="39.000°N 35.000°E" type="COUNTRY",north PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-32" latLong="33.000°N 44.000°E" mod="N" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="N" type="PPL",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Turkey 34.39255905151367 -100.89763641357422 us_tx,Iraq 33.0 44.0 iq_00,
COPENHAGEN , Denmark (AP) Former Danish international Stig Toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence, Denmark 's TV2 reported Monday.	COPENHAGEN PLACE country="DK" form="NAM" gazref="IGDB:17254364" id="Pl-1" latLong="55.667°N 12.583°E" state="DK-84" type="PPLC",Danish PLACE country="DK" form="NAM" gazref="IGDB:17258977" id="Pl-4" latLong="56.000°N 10.000°E" predicative="true" type="COUNTRY",Denmark PLACE country="DK" form="NAM" gazref="IGDB:17258977" id="Pl-6" latLong="56.000°N 10.000°E" type="COUNTRY"	COPENHAGEN 43.89339828491211 -75.67353057861328 us_ny,Denmark 44.34777069091797 -87.82731628417969 us_wi,
Toefting was convicted in October 2002 of assaulting a pair of restaurant workers during a night out with national squad teammates in the capital , Copenhagen .	Copenhagen PLACE country="DK" form="NAM" gazref="IGDB:17254364" id="Pl-7" latLong="55.667°N 12.583°E" state="DK-84" type="PPLC",capital PLACE country="DK" form="NOM" gazref="IGDB:17254364" id="Pl-8" latLong="55.667°N 12.583°E" state="DK-84" type="PPLC"	Copenhagen 43.89339828491211 -75.67353057861328 us_ny,
Earlier this month, Toefting said English Premier League club Bolton let him go so he could prepare for the appeal.	English PLACE country="GB" form="NAM" gazref="IGDB:17404382" id="Pl-9" latLong="53.000°N 2.000°W" predicative="true" state="GB-ENG" type="CIVIL"	Bolton 43.536460876464844 -73.66761779785156 us_ny,
Toefting transferred to Bolton in February 2002 from German club Hamburg .	Hamburg PLACE country="DE" form="NAM" gazref="IGDB:18214566" id="Pl-12" latLong="53.550°N 10.000°E" state="DE-HH" type="PPLC",German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-11" latLong="51.500°N 10.500°E" predicative="true" type="COUNTRY"	Hamburg 41.78290939331055 -123.06031799316406 us_ca,Bolton 43.536460876464844 -73.66761779785156 us_ny,
In 1999 he was given a 20-day suspended sentence for assaulting a fan who berated him for playing with German club Duisburg .	Duisburg PLACE country="DE" form="NAM" gazref="IGDB:18238049" id="Pl-13" latLong="51.433°N 6.750°E" state="DE-NW" type="PPL",German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-11" latLong="51.500°N 10.500°E" predicative="true" type="COUNTRY"	Duisburg 51.43246841430664 6.765160083770752 de_07,
The popular player _ known for his temperament and the words ``No Regret'' tattooed across his chest _ retired from Denmark 's national team after it was knocked out in the second round of the 2002 World Cup.	Denmark PLACE country="DK" form="NAM" gazref="IGDB:17258977" id="Pl-6" latLong="56.000°N 10.000°E" type="COUNTRY"	Denmark 44.34777069091797 -87.82731628417969 us_wi,
Toefting joined the Danish squad in 1993 and has 41 caps.	Danish PLACE country="DK" form="NAM" gazref="IGDB:17258977" id="Pl-4" latLong="56.000°N 10.000°E" predicative="true" type="COUNTRY"	
  U.S.  troops push toward Baghdad  's southern outskirts; capital  plunged	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-12" latLong="33.339°N 44.394°E" mod="S" state="BG" type="PPLC",capital PLACE country="IQ" form="NOM" gazref="IGDB:16896419" id="Pl-13" latLong="33.339°N 44.394°E" state="BG" type="PPLC"	U.S. 39.7599983215332 -98.5 us_00,Baghdad 33.340579986572266 44.40087890625 iq_07,
SOUTH OF BAGHDAD , Iraq (AP) U.S. soldiers moved to capture Baghdad 's Saddam International Airport early Friday and fought running battles with Iraqi defenders along the city 's southern fringes.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-22" latLong="33.339°N 44.394°E" state="BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" type="COUNTRY",city PLACE country="IQ" form="NOM" gazref="IGDB:16897127" id="Pl-71" latLong="31.992°N 44.351°E" state="NA" type="PPLA",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-36" latLong="33.000°N 44.000°E" type="COUNTRY",BAGHDAD PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-14" latLong="33.339°N 44.394°E" mod="S" state="BG" type="PPLC",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Baghdad 33.340579986572266 44.40087890625 iq_07,Iraq 33.0 44.0 iq_00,
``A vise is closing on the regime,'' U.S. President George W. Bush said.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,vise 50.73759841918945 5.699069976806641 be_wal,George 47.07902145385742 -119.85588073730469 us_wa,
There was fierce fighting in Kut , SIGNAL id="S-1" to the south SIGNAL of Baghdad , where desperate Iraqis armed with rifles charged tanks in a suicide raid.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-22" latLong="33.339°N 44.394°E" state="BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-36" latLong="33.000°N 44.000°E" type="COUNTRY",Kut PLACE country="IQ" form="NAM" gazref="IGDB:16897407" id="Pl-41" latLong="32.498°N 45.829°E" state="WA" type="PPLA"	Kut 32.51279830932617 45.81816864013672 iq_16,Baghdad 33.340579986572266 44.40087890625 iq_07,
Despite declarations that more tough fighting lies ahead, the top U.S. military official indicated there may not be an all-out battle for Baghdad . Gen. Richard Myers, chairman of the Joint Chiefs of Staff, suggested isolating members of the old regime in the capital _ cut off from the rest of the country _ while an ``interim administration'' is put in place to begin work on a postwar government.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-22" latLong="33.339°N 44.394°E" state="BG" type="PPLC",capital PLACE country="IQ" form="NOM" gazref="IGDB:16896419" id="Pl-61" latLong="33.339°N 44.394°E" mod="BORDER" state="BG" type="PPLC",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-67" latLong="33.000°N 44.000°E" mod="S" type="COUNTRY",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Baghdad 33.340579986572266 44.40087890625 iq_07,
A meeting to organize an interim government could be held in Iraq within a week, a senior Pentagon official said Thursday night.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
For the first time in the war, large parts of Baghdad lost electricity.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-22" latLong="33.339°N 44.394°E" state="BG" type="PPLC",city PLACE country="IQ" form="NOM" gazref="IGDB:16897127" id="Pl-71" latLong="31.992°N 44.351°E" state="NA" type="PPLA"	Baghdad 33.340579986572266 44.40087890625 iq_07,
Myers told reporters at a Pentagon briefing that Americans had not targeted the power grid.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-51" type="COUNTRY"	
Tracer rounds lit the night sky and artillery boomed near the airport a few kilometers (miles) from the heart of President Saddam Hussein's capital of 5 million people.	capital PLACE country="IQ" form="NOM" gazref="IGDB:16896419" id="Pl-61" latLong="33.339°N 44.394°E" mod="BORDER" state="BG" type="PPLC"	
At one stage, it appeared that U.S. forces had taken control of the airport , ``and then it got more confusing with continued fighting, Myers said Thursday night.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,
Capture of the airport would give American and British troops a facility for airlifting equipment and troops to Baghdad .	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-22" latLong="33.339°N 44.394°E" state="BG" type="PPLC",facility PLACE country="IQ" form="NOM" id="P-462" type="FAC",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-51" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-56" latLong="54.000°N 4.000°W" type="COUNTRY"	Baghdad 33.340579986572266 44.40087890625 iq_07,
Along the city 's southern edge, U.S. tanks and Bradley vehicles destroyed at least seven Iraqi armored personnel carriers and more than 15 Iraqi tanks in fighting that went on for more than four hours.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" type="COUNTRY",city PLACE country="IQ" form="NOM" gazref="IGDB:16897127" id="Pl-71" latLong="31.992°N 44.351°E" state="NA" type="PPLA",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-36" latLong="33.000°N 44.000°E" type="COUNTRY",U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY"	Bradley 35.86330032348633 -120.80072784423828 us_ca,U.S. 39.7599983215332 -98.5 us_00,
