 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
BAGHDAD , May 19 (AFP) Shiite Muslims in Iraq Monday celebrated openly for the first time in decades Prophet Mohammed's birthday, as continuing anarchy and chaos threatened to undermine US efforts to rebuild the war-ravaged country . Meanwhile coalition officials in Iraq insisted plans for an Iraqi government were still on track and Russia hinted that a compromise could be imminent on a UN draft resolution to lift economic sanctions on Iraq .	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-19" latLong="33.000°N 44.000°E" type="COUNTRY",BAGHDAD PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-34" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-40" latLong="60.000°N 100.000°E" type="COUNTRY"
Thousands of Iraq 's majority Shiite Muslims marched to their main mosque in Baghdad to mark the birthday of Islam's founder Prophet Mohammed.	mosque PLACE country="IQ" form="NOM" id="Pl-48" state="IQ-BG" type="FAC",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY"
Shiites, who celebrate the birthday a week later than Sunni Muslims, were forbidden to publicly mark the date under the regime of Saddam Hussein's Sunni-dominated regime.	
The crowd filled the street leading to the Kazimiya mosque in the northeast of Baghdad and carried banners in the green color of Islam, calling for good government.	mosque PLACE country="IQ" form="NOM" id="Pl-48" state="IQ-BG" type="FAC",street PLACE country="IQ" form="NOM" id="Pl-49" state="IQ-BG" type="ROAD",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Kazimiya PLACE country="IQ" form="NAM" gazref="IGDB:16897451" id="Pl-41" latLong="33.377°N 44.337°E" state="IQ-BG" type="PPL"
"No to injustice," "No to occupation," "No to Israel," "Yes to Islam," chanted the demonstrators as speeches began from a platform.	
Imam Mohammad al-Fartussi, who last week threatened violence against "sinful" women, alcohol vendors and cinemas showing "indecent" films, offered praise for the fall of Saddam and called Iraq "the land of imams... land of Islam."	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY"
The demonstration came as Iraq 's top US overseer Paul Bremer began his second week on the job amid continuing lawlessness in the country .	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000°N 44.000°E" type="COUNTRY"
In his frenzied first seven days, the telegenic Bremer repeatedly promised to restore the law and order that crumbled along with Saddam Hussein's regime nearly six weeks ago.	store PLACE country="IQ" form="NOM" id="Pl-51" predicative="true" state="IQ-BG" type="FAC"
But despite issuing a host of tough decrees, Bremer has failed to stem the rampant crime and street violence plaguing the country .	street PLACE country="IQ" form="NOM" id="Pl-49" state="IQ-BG" type="ROAD",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000°N 44.000°E" type="COUNTRY"
Despite a security crackdown over the weekend in Baghdad and an announcement that some 7,000 policemen had returned to their jobs since the end of the war, ordinary Iraqis still felt unsafe on the street with gunfire rife and police a near invisible presence.	street PLACE country="IQ" form="NOM" id="Pl-49" state="IQ-BG" type="ROAD",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-19" latLong="33.000°N 44.000°E" type="COUNTRY"
In Baghdad , almost all the police stations have been destroyed or looted since US troops took control of the capital on April 9.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",capital PLACE country="IQ" form="NOM" gazref="IGDB:16896419" id="Pl-35" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC"
Only two have so far reopened, and they have no equipment whatsoever.	
Baghdad 's top police job remains vacant.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC"
And a trip to Baghdad 's looter market only bears witness to the fact that criminals are ruling the roost in the post-Saddam era.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-33" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",market PLACE country="IQ" form="NOM" id="Pl-50" state="IQ-BG" type="FAC"
Packed with the piles of stolen goods picked up during the frenzy of theft that followed the collapse of Saddam's regime, the traders deal in everything from computers and stereos to furniture and weapons.	
Jalal Jamil, a 45-year-old jewellery store owner, said the situation just keeps getting worse.	store PLACE country="IQ" form="NOM" id="Pl-51" predicative="true" state="IQ-BG" type="FAC"
"The Americans encourage people to steal because when looting happens right under their noses they do nothing," he said.	
Bremer has also been criticized for backing away from an earlier US timeline on forming a government in Iraq , but US -led coalition officials Monday insisted government plans were still on track.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY"
"We want to have an Iraqi voice in everything we do here but it would be wrong to do that precipitously," said a source at the Organisation of Reconstruction and Humanitarian Assistance (ORHA), which is administering post-war Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-19" latLong="33.000°N 44.000°E" type="COUNTRY"
Officials from Iraqi groups that met with Bremer last week have said that he back peddled on what they said were earlier pledges to give them a lead role in forming a new interim government in the next few weeks.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-19" latLong="33.000°N 44.000°E" type="COUNTRY"
"We understand that they want to have as much power as possible but we told them: 'You won't be directly elected, you won't have any direct experience of government," the source said.	
"'Of course you will have input into the government but, since you are not directly elected, it would be a nonsense for you to have direct executive power,' the source said.	
"The last thing we want is to leave a bunch of self-appointed oligarchs in power," the source said.	
The comments came on the same day that a prominent Iraqi called for internationally-supervised elections in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-19" latLong="33.000°N 44.000°E" type="COUNTRY"
Adnan Pachachi, a onetime foreign minister who returned to Iraq on May 6 after 33 years in exile, told the independent Az-Zaman daily that elections should be held under international supervision.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY"
An interim government should create an election code and laws to clear the way for direct elections to a constituent assembly, that would draw up a constitution, Pachachi said.	
A referendum on the constitution would lead to elections for a new government, the 80-year-old Pachachi told the daily.	
On the diplomatic front, a top Russian official said Monday that the UN Security Council would likely vote this week on a US - British draft resolution to lift economic sanctions placed on Iraq in 1990 after its invasion of Kuwait and to place its oil riches under coalition control for at least a year.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-42" latLong="54.000°N 4.000°W" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-37" latLong="60.000°N 100.000°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-40" latLong="60.000°N 100.000°E" type="COUNTRY",Kuwait PLACE country="KW" form="NAM" gazref="IGDB:19210228" id="Pl-44" latLong="29.500°N 47.750°E" type="COUNTRY"
"An updated text of the document may already be published today and may be put to a vote this week," Deputy Foreign Minister Yury Fedotov told ITAR-TASS news agency.	
Yet Fedotov did not say whether Russia would back the resolution, which diplomats have been revising since the United States , Britain and Spain first submitted it more than a week ago.	Britain PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-43" latLong="54.000°N 4.000°W" type="COUNTRY",United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY",Spain PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-45" latLong="40.000°N 4.000°W" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-40" latLong="60.000°N 100.000°E" type="COUNTRY"
Russia "will vote depending on what the resolution text turns out to be," he said.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-40" latLong="60.000°N 100.000°E" type="COUNTRY"
With billions of dollars in oil and debt interests in Iraq , Russia has been anxious to secure UN involvement before supporting the resolution.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-40" latLong="60.000°N 100.000°E" type="COUNTRY"
Australia announced the creation Monday of an expert panel to help Iraq protect its rich cultural heritage and assist Interpol in recovering looted ancient artefacts.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-24" latLong="33.000°N 44.000°E" type="COUNTRY"
  Chinese  leader favours Russia  in first foreign tour by Henry Meyer	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-31" latLong="60.000°N 100.000°E" type="COUNTRY",Chinese PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-5" latLong="35.000°N 105.000°E" type="COUNTRY"
Highlighting close ties between Moscow and Beijing , Chinese President Hu Jintao Monday will make Russia his first foreign destination since becoming leader in a visit that could seal a major pipeline accord.	Moscow PLACE country="RU" form="NAM" gazref="IGDB:17003662" id="Pl-43" latLong="55.752°N 37.616°E" state="MOS" type="PPLC",Chinese PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-12" latLong="35.000°N 105.000°E" type="COUNTRY",Beijing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-47" latLong="39.929°N 116.388°E" state="11" type="PPLC",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-30" latLong="60.000°N 100.000°E" type="COUNTRY"
Hu, who was appointed to the top job in March, will meet his Russian counterpart Vladimir Putin during his three-day state visit from May 26 to 28.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-28" latLong="60.000°N 100.000°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-30" latLong="60.000°N 100.000°E" type="COUNTRY"
He will then stay on for a regional summit before heading to Saint Petersburg for celebrations marking the 300th anniversary of the city 's founding.	Saint Petersburg PLACE country="RU" form="NAM" gazref="IGDB:17003662" id="Pl-51" latLong="59.894°N 30.264°E" state="SPE" type="PPLA",city PLACE country="RU" form="NOM" gazref="IGDB:17003662" id="Pl-42" latLong="59.894°N 30.264°E" state="SPE" type="PPLA"
"This upcoming visit to Russia will be my first trip aboard since I became president of China .	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-30" latLong="60.000°N 100.000°E" type="COUNTRY",China PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-19" latLong="35.000°N 105.000°E" type="COUNTRY"
I plan a thorough exchange of views with President Vladimir Putin on bilateral and important regional and international issues," Hu said in an interview with Russia 's Interfax news agency.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-30" latLong="60.000°N 100.000°E" type="COUNTRY"
